open,low,close,volume,age,quality,high
1.13932,1.139305,1.139355,104,9386,FRESH,
1.138315,1.13826,1.13828,116,5891043,STALE,1.138345
1.13828,1.138175,1.1382,98,5831043,STALE,1.1383
1.138195,1.13817,1.138235,150,5771043,STALE,1.13827
1.13824,1.13824,1.13829,71,5711043,STALE,1.138335
1.1383,1.13821,1.13824,176,5651043,STALE,1.13836
1.138235,1.138135,1.138185,141,5591043,STALE,1.138305
1.138185,1.138135,1.138195,76,5531043,STALE,1.13821
1.1382,1.138165,1.13817,78,5471043,STALE,1.138225
1.13817,1.13807,1.13808,110,5411043,STALE,1.138185
1.138085,1.137875,1.13791,148,5351043,STALE,1.13812
1.1379,1.137855,1.137875,120,5291043,STALE,1.137925
1.13788,1.137805,1.13793,149,5231043,STALE,1.13794
1.137935,1.137925,1.138035,158,5171043,STALE,1.138035
1.13803,1.13802,1.138085,97,5111043,STALE,1.138145
1.13808,1.137925,1.13793,116,5051043,STALE,1.13808
1.137935,1.137865,1.13789,84,4991043,STALE,1.137935
1.13789,1.1378,1.13781,135,4931043,STALE,1.137915
1.137805,1.137795,1.137915,132,4871043,STALE,1.137915
1.137915,1.137795,1.137815,121,4811043,STALE,1.137975
1.13782,1.13768,1.137775,206,4751043,STALE,1.13782
1.13777,1.137745,1.137795,105,4691043,STALE,1.137805
1.13779,1.13778,1.137785,42,4631043,STALE,1.1378
1.137785,1.137785,1.137885,67,4571043,STALE,1.137885
1.137885,1.137835,1.137835,61,4511043,STALE,1.137895
1.13784,1.137835,1.137995,82,4451043,STALE,1.138005
1.138,1.137985,1.138045,37,4391043,STALE,1.13805
1.138045,1.137995,1.138005,76,4331043,STALE,1.138045
1.138,1.137985,1.13805,221,4271043,STALE,1.138135
1.138045,1.13799,1.138035,59,4211043,STALE,1.13809
1.13803,1.138025,1.138115,154,4151043,STALE,1.13814
1.13812,1.13812,1.1382,157,4091043,STALE,1.13821
1.1382,1.138175,1.138195,81,4031043,STALE,1.138215
1.13819,1.138175,1.138195,104,3971043,STALE,1.13822
1.138195,1.138165,1.138235,68,3911043,STALE,1.13827
1.13823,1.13814,1.138145,91,3851043,STALE,1.13825
1.138145,1.13809,1.1381,26,3791043,STALE,1.138145
1.13811,1.13793,1.137945,91,3731043,STALE,1.13811
1.137945,1.13794,1.13801,68,3671043,STALE,1.138015
1.13802,1.137995,1.13801,66,3611043,STALE,1.138095
1.138015,1.138015,1.138065,90,3551043,STALE,1.1381
1.13807,1.137985,1.138,78,3491043,STALE,1.13808
1.138,1.13799,1.13803,128,3431043,STALE,1.138045
1.13803,1.138005,1.138065,117,3371043,STALE,1.13812
1.13807,1.138065,1.138105,141,3311043,STALE,1.13814
1.13811,1.13811,1.13819,95,3251043,STALE,1.138225
1.13819,1.13813,1.138155,69,3191043,STALE,1.1382
1.13815,1.138145,1.13819,35,3131043,STALE,1.138235
1.138185,1.13815,1.13815,68,3071043,STALE,1.138215
1.138155,1.138155,1.138245,60,3011043,STALE,1.138255
1.138245,1.13819,1.138255,68,2951043,STALE,1.13826
1.13825,1.13825,1.1383,61,2891043,STALE,1.138305
1.1383,1.138295,1.138305,74,2831043,STALE,1.13833
1.1383,1.13827,1.138345,139,2771043,STALE,1.138355
1.13835,1.13829,1.1383,48,2711043,STALE,1.138355
1.1383,1.1383,1.138335,79,2651043,STALE,1.13835
1.13834,1.138335,1.138355,135,2591043,STALE,1.13846
1.138355,1.13835,1.138495,86,2531043,STALE,1.138495
1.138495,1.13844,1.138445,94,2471043,STALE,1.1385
1.138445,1.1384,1.138415,78,2411043,STALE,1.138495
1.13841,1.13841,1.138495,100,2351043,STALE,1.138515
1.1385,1.138485,1.138515,45,2291043,STALE,1.138515
1.13851,1.138505,1.13855,120,2231043,STALE,1.138595
1.138545,1.13849,1.1385,103,2171043,STALE,1.13856
1.138505,1.13849,1.138515,53,2111043,STALE,1.138545
1.13851,1.138505,1.138595,156,2051043,STALE,1.13861
1.138605,1.13859,1.13859,165,1991043,STALE,1.13866
1.138585,1.13845,1.138455,200,1931043,STALE,1.138585
1.13846,1.138455,1.13863,134,1871043,STALE,1.138655
1.138625,1.138555,1.138595,152,1811043,STALE,1.138665
1.1386,1.138485,1.1385,76,1751043,STALE,1.1386
1.138495,1.13848,1.13867,79,1691043,STALE,1.138675
1.13867,1.13867,1.13881,53,1631043,STALE,1.13883
1.13882,1.1388,1.139015,83,1571043,STALE,1.13904
1.139015,1.138955,1.138965,25,1511043,STALE,1.139025
1.13896,1.138855,1.138855,89,1451043,STALE,1.13901
1.138855,1.138835,1.138905,70,1391043,STALE,1.13891
1.138905,1.13889,1.13897,75,1331043,STALE,1.13899
1.138965,1.138925,1.13894,108,1271043,STALE,1.13899
1.13894,1.13891,1.138975,114,1211043,STALE,1.13899
1.13897,1.13892,1.13893,53,1151043,STALE,1.138975
1.138925,1.13888,1.13889,61,1091043,STALE,1.13896
1.138895,1.138895,1.138985,105,1031043,STALE,1.13899
1.13899,1.13899,1.1391,104,971043,STALE,1.13914
1.139095,1.13904,1.13906,116,911043,STALE,1.1391
1.13906,1.13904,1.13911,58,851043,STALE,1.13913
1.139115,1.139115,1.13921,110,791043,STALE,1.13921
1.139205,1.13919,1.13931,90,731043,STALE,1.139315
1.139315,1.139225,1.139295,101,671043,STALE,1.139315
1.1393,1.1392,1.1392,74,611043,STALE,1.139305
1.1392,1.1392,1.139205,79,551043,STALE,1.139265
1.1392,1.139165,1.13922,99,491043,STALE,1.13925
1.139215,1.139165,1.139185,134,431043,STALE,1.13927
1.139185,1.139045,1.13905,176,371043,STALE,1.13919
1.13906,1.138935,1.139115,225,311043,STALE,1.13914
1.13911,1.139035,1.13906,137,251043,STALE,1.139115
1.13905,1.139015,1.13907,226,191043,STALE,1.13911
1.139075,1.13906,1.139225,233,131043,STALE,1.139275
1.13923,1.13921,1.139315,135,71043,FRESH,1.13933
1.13932,1.139305,1.139355,104,11043,FRESH,1.139375
