2026-07-28 03:56:29,676 | INFO     | [NEWS] Calendar file for today (2026-07-28) already exists.
2026-07-28 03:56:29,950 | INFO     | MarketStateClassifier initialised
2026-07-28 03:56:29,967 | INFO     | กำลังเชื่อมต่อโบรกเกอร์  | IQ Option
2026-07-28 03:56:29,967 | INFO     | [IQOPTION] Initialized with Zero Tolerance compliance
2026-07-28 03:56:30,042 | INFO     | Using stable_api.IQ_Option class
2026-07-28 03:56:30,042 | INFO     | [CONN] Connecting to IQ Option (DEMO) as venuz20152565@gmail.com...
2026-07-28 03:56:30,042 | INFO     | [CONN] API created, attempting to connect...
2026-07-28 03:56:32,845 | INFO     | [CONN] IQ Option connected (REAL MONEY)
2026-07-28 03:56:32,851 | INFO     | เชื่อมต่อ IQ Option สำเร็จ
2026-07-28 03:56:32,851 | INFO     | [CSVManager] Initialized with base_dir: data_base/csv/iq_option
2026-07-28 03:56:32,851 | INFO     | [CSVWriter] Initialized with encoding: utf-8, decimals: 6
2026-07-28 03:56:32,851 | INFO     | [CSVQueue] Initialized with 1 worker(s)
2026-07-28 03:56:32,852 | INFO     | [DataMonitor] Initialized with log level: WARNING
2026-07-28 03:56:32,852 | INFO     | [DataAdapter] Initialized with Zero Tolerance compliance
2026-07-28 03:56:32,852 | INFO     | [ANOMALY] Initialized with thresholds: {'spike_threshold': 0.3, 'zero_volume_threshold': 0, 'impossible_candle_threshold': 0.001, 'spike_window': 20, 'max_consecutive_zero_volume': 3, 'max_consecutive_anomalies': 10}
2026-07-28 03:56:32,852 | INFO     | [CandleValidator] Initialized with validation configuration
2026-07-28 03:56:32,852 | INFO     | [DataAdapter] Initialized with configuration
2026-07-28 03:56:33,253 | INFO     | บัญชี DEMO | Balance: $1453.95
2026-07-28 03:56:33,253 | INFO     | Server time offset: -2.007999897003174 seconds
2026-07-28 03:56:33,259 | INFO     | ตรวจพบรายการสินทรัพย์ : EURUSD, EURUSD-OTC, GBPUSD-OTC, EURGBP-OTC
2026-07-28 03:56:33,264 | INFO     | กำลังเตรียมข้อมูลสินทรัพย์ 4 รายการ : EURUSD, EURUSD-OTC, GBPUSD-OTC, EURGBP-OTC
2026-07-28 03:56:33,570 | INFO     | [IQOPTION] REST fetch succeeded for EURUSD: 100 candles
2026-07-28 03:56:34,052 | INFO     | [IQOPTION] REST fetch succeeded for EURUSD: 250 candles
2026-07-28 03:56:34,325 | INFO     | [IQOPTION] REST fetch succeeded for EURUSD: 50 candles
2026-07-28 03:56:34,336 | INFO     | [CSVQueue] Enqueuing write for data_base/csv/iq_option\EURUSD\EURUSD_M1.csv - Queue size: 0
2026-07-28 03:56:34,337 | INFO     | [CSVQueue] Processing write for data_base/csv/iq_option\EURUSD\EURUSD_M1.csv
2026-07-28 03:56:34,337 | INFO     | [CSVWriter] Writing 100 rows to data_base/csv/iq_option\EURUSD\EURUSD_M1.csv
2026-07-28 03:56:34,340 | INFO     | [CSVQueue] Enqueuing write for data_base/csv/iq_option\EURUSD\EURUSD_M5.csv - Queue size: 0
2026-07-28 03:56:34,341 | INFO     | [CSVQueue] Enqueuing write for data_base/csv/iq_option\EURUSD\EURUSD_M15.csv - Queue size: 1
2026-07-28 03:56:34,341 | INFO     | [DataAdapter] EURUSD initialised — M1:100 M5:250 M15:50
2026-07-28 03:56:34,433 | INFO     | [CSVWriter] Successfully wrote 100 rows to data_base/csv/iq_option\EURUSD\EURUSD_M1.csv
2026-07-28 03:56:34,449 | INFO     | [CSVQueue] Successfully processed write for data_base/csv/iq_option\EURUSD\EURUSD_M1.csv
