2026-07-25 18:12:33,585 | INFO     | MarketStateClassifier initialised
2026-07-25 18:12:33,608 | INFO     | กำลังเชื่อมต่อโบรกเกอร์  | IQ Option
2026-07-25 18:12:33,608 | INFO     | [IQOPTION] Initialized with Zero Tolerance compliance
2026-07-25 18:12:33,724 | INFO     | Using stable_api.IQ_Option class
2026-07-25 18:12:33,724 | INFO     | [CONN] Connecting to IQ Option (DEMO) as venuz20152565@gmail.com...
2026-07-25 18:12:33,725 | INFO     | [CONN] API created, attempting to connect...
2026-07-25 18:12:36,118 | INFO     | [CONN] IQ Option connected (REAL MONEY)
2026-07-25 18:12:36,124 | INFO     | เชื่อมต่อ IQ Option สำเร็จ
2026-07-25 18:12:36,124 | INFO     | [CSVManager] Initialized with base_dir: data_base/csv/iq_option
2026-07-25 18:12:36,124 | INFO     | [CSVWriter] Initialized with encoding: utf-8, decimals: 6
2026-07-25 18:12:36,124 | INFO     | [CSVQueue] Initialized with 1 worker(s)
2026-07-25 18:12:36,124 | INFO     | [DataMonitor] Initialized with log level: WARNING
2026-07-25 18:12:36,124 | INFO     | [DataAdapter] Initialized with Zero Tolerance compliance
2026-07-25 18:12:36,125 | INFO     | [ANOMALY] Initialized with thresholds: {'spike_threshold': 0.3, 'zero_volume_threshold': 0, 'impossible_candle_threshold': 0.001, 'spike_window': 20, 'max_consecutive_zero_volume': 3, 'max_consecutive_anomalies': 10}
2026-07-25 18:12:36,125 | INFO     | [CandleValidator] Initialized with validation configuration
2026-07-25 18:12:36,125 | INFO     | [DataAdapter] Initialized with configuration
2026-07-25 18:12:36,414 | INFO     | บัญชี DEMO | Balance: $1271.51
2026-07-25 18:12:36,414 | INFO     | Server time offset: 0.01399993896484375 seconds
2026-07-25 18:12:36,422 | INFO     | ตรวจพบรายการสินทรัพย์ : EURUSD, EURUSD-OTC, GBPUSD-OTC, EURGBP-OTC
2026-07-25 18:12:36,429 | INFO     | กำลังเตรียมข้อมูลสินทรัพย์ 4 รายการ : EURUSD, EURUSD-OTC, GBPUSD-OTC, EURGBP-OTC
2026-07-25 18:12:36,988 | INFO     | [IQOPTION] REST fetch succeeded for EURUSD: 250 candles
2026-07-25 18:12:37,361 | INFO     | [IQOPTION] REST fetch succeeded for EURUSD: 250 candles
2026-07-25 18:12:37,711 | INFO     | [IQOPTION] REST fetch succeeded for EURUSD: 250 candles
2026-07-25 18:12:37,722 | INFO     | [CSVQueue] Enqueuing write for data_base/csv/iq_option\EURUSD\EURUSD_M1.csv - Queue size: 0
2026-07-25 18:12:37,722 | INFO     | [CSVQueue] Processing write for data_base/csv/iq_option\EURUSD\EURUSD_M1.csv
