2026-07-29 07:01:33,083 | INFO     | [NEWS] Calendar file for today (2026-07-29) not found. Running calendar_news.py...
2026-07-29 07:01:36,067 | INFO     | [NEWS] calendar_news.py executed successfully.
2026-07-29 07:01:36,067 | INFO     | ดาวน์โหลดปฏิทินข่าวประจำวัน (2026-07-29) : สำเร็จเรียบร้อย
2026-07-29 07:01:36,283 | INFO     | [ANOMALY] Initialized in Part 2 (data_evaluate) dir: E:\BOT_FINALBOT\FINALBOT_Begin\all_filelogs\anomaly_logs
2026-07-29 07:01:36,283 | INFO     | MarketStateClassifier initialised
2026-07-29 07:01:36,287 | INFO     | กำลังเชื่อมต่อโบรกเกอร์  | IQ Option
2026-07-29 07:01:36,287 | INFO     | [IQOPTION] Initialized with Zero Tolerance compliance
2026-07-29 07:01:36,352 | INFO     | Using stable_api.IQ_Option class
2026-07-29 07:01:36,352 | INFO     | [CONN] Connecting to IQ Option (DEMO) as venuz20152565@gmail.com...
2026-07-29 07:01:36,352 | INFO     | [CONN] API created, attempting to connect...
2026-07-29 07:01:38,322 | INFO     | [CONN] IQ Option connected (REAL MONEY)
2026-07-29 07:01:38,322 | INFO     | เชื่อมต่อ IQ Option สำเร็จ
2026-07-29 07:01:38,322 | INFO     | [CSVManager] Initialized with base_dir: data_base/csv/iq_option
2026-07-29 07:01:38,322 | INFO     | [CSVWriter] Initialized with encoding: utf-8, decimals: 6
2026-07-29 07:01:38,322 | INFO     | [CSVQueue] Initialized with 1 worker(s)
2026-07-29 07:01:38,323 | INFO     | [DataMonitor] Initialized with log level: WARNING
2026-07-29 07:01:38,323 | INFO     | [DataAdapter] Initialized with Zero Tolerance compliance
2026-07-29 07:01:38,323 | INFO     | [CandleValidator] Initialized with validation configuration
2026-07-29 07:01:38,323 | INFO     | [DataAdapter] Initialized with configuration
2026-07-29 07:01:38,812 | INFO     | บัญชี DEMO | Balance: $1453.95
2026-07-29 07:01:38,812 | INFO     | [TIME SYNC] Server time offset: -1.936000108718872 seconds
2026-07-29 07:01:38,812 | INFO     | Time Sync : -1.936s
2026-07-29 07:01:38,813 | INFO     | [TIME SYNC] Started time sync daemon thread (scheduled at :30 of every minute)
