2026-06-22 13:04:11,346 | INFO     | [CONN] Connecting to IQ Option (PRACTICE) as venuz20152565@gmail.com...
2026-06-22 13:04:14,046 | INFO     | [CONN] IQ Option connected (DEMO)
2026-06-22 13:04:14,062 | INFO     | [OK] Executor reusing IQ Option connection from adapter
2026-06-22 13:04:14,580 | WARNING  | Failed to get server time offset: 'IQ_Option' object has no attribute 'get_server_time'
2026-06-22 13:04:14,586 | INFO     | DeepSeek Agent found at: C:\Users\Administrator\AppData\Roaming\npm\deepseek-agent.CMD
2026-06-22 13:04:44,190 | INFO     | MarketStateClassifier initialised
2026-06-22 13:04:45,320 | INFO     | [DataAdapter] EURUSD-OTC initialised — M1:200 M5:200 M15:200
2026-06-22 13:04:46,162 | INFO     | [DataAdapter] EURGBP-OTC initialised — M1:200 M5:200 M15:200
2026-06-22 13:04:47,458 | INFO     | [WS] Subscribed live candles stream for EURUSD-OTC (M1, count=200)
2026-06-22 13:04:48,746 | INFO     | [WS] Subscribed live candles stream for EURUSD-OTC (M5, count=200)
2026-06-22 13:04:51,029 | INFO     | [WS] Subscribed live candles stream for EURGBP-OTC (M1, count=200)
2026-06-22 13:04:52,307 | INFO     | [WS] Subscribed live candles stream for EURGBP-OTC (M5, count=200)
2026-06-22 13:05:02,993 | ERROR    | Orchestrator cycle failed for EURGBP-OTC: The truth value of a DataFrame is ambiguous. Use a.empty, a.bool(), a.item(), a.any() or a.all().
2026-06-22 13:05:02,995 | ERROR    | Orchestrator cycle failed for EURUSD-OTC: The truth value of a DataFrame is ambiguous. Use a.empty, a.bool(), a.item(), a.any() or a.all().
2026-06-22 13:06:03,204 | WARNING  | [WARN] AI สำหรับ EURGBP-OTC กำลังทำงานค้างอยู่จากนาทีที่แล้ว — ข้ามการเรียก AI รอบนี้เพื่อป้องกันโหลดทับซ้อน
2026-06-22 13:06:03,233 | ERROR    | Orchestrator cycle failed for EURUSD-OTC: The truth value of a DataFrame is ambiguous. Use a.empty, a.bool(), a.item(), a.any() or a.all().
2026-06-22 13:06:18,069 | WARNING  | Agent timeout after 75s. Terminating process tree...
2026-06-22 13:06:18,518 | WARNING  | AI timeout — ข้ามรอบนี้ ไม่เทรด (timeout 75s)
2026-06-22 13:07:02,558 | ERROR    | Orchestrator cycle failed for EURUSD-OTC: The truth value of a DataFrame is ambiguous. Use a.empty, a.bool(), a.item(), a.any() or a.all().
2026-06-22 13:07:02,566 | ERROR    | Orchestrator cycle failed for EURGBP-OTC: The truth value of a DataFrame is ambiguous. Use a.empty, a.bool(), a.item(), a.any() or a.all().
2026-06-22 13:07:40,771 | ERROR    | No JSON found in response
2026-06-22 13:07:40,772 | WARNING  | AI parse failed — ข้ามรอบนี้ ไม่เทรด
