2026-06-22 14:10:30,810 | INFO     | [CONN] Connecting to IQ Option (PRACTICE) as venuz20152565@gmail.com...
2026-06-22 14:10:34,647 | INFO     | [CONN] IQ Option connected (DEMO)
2026-06-22 14:10:34,657 | INFO     | [OK] Executor reusing IQ Option connection from adapter
2026-06-22 14:10:35,206 | WARNING  | Failed to get server time offset: 'IQ_Option' object has no attribute 'get_server_time'
2026-06-22 14:10:35,213 | INFO     | DeepSeek Agent found at: C:\Users\Administrator\AppData\Roaming\npm\deepseek-agent.CMD
2026-06-22 14:11:04,119 | INFO     | MarketStateClassifier initialised
2026-06-22 14:11:05,308 | INFO     | [DataAdapter] EURUSD-OTC initialised — M1:200 M5:200 M15:200
2026-06-22 14:11:06,294 | INFO     | [DataAdapter] EURGBP-OTC initialised — M1:200 M5:200 M15:200
2026-06-22 14:11:07,571 | INFO     | [WS] Subscribed live candles stream for EURUSD-OTC (M1, count=200)
2026-06-22 14:11:08,873 | INFO     | [WS] Subscribed live candles stream for EURUSD-OTC (M5, count=200)
2026-06-22 14:11:10,382 | INFO     | [WS] Subscribed live candles stream for EURGBP-OTC (M1, count=200)
2026-06-22 14:11:11,732 | INFO     | [WS] Subscribed live candles stream for EURGBP-OTC (M5, count=200)
2026-06-22 14:12:03,329 | ERROR    | Orchestrator cycle failed for EURUSD-OTC: The truth value of a DataFrame is ambiguous. Use a.empty, a.bool(), a.item(), a.any() or a.all().
2026-06-22 14:12:03,337 | ERROR    | Orchestrator cycle failed for EURGBP-OTC: The truth value of a DataFrame is ambiguous. Use a.empty, a.bool(), a.item(), a.any() or a.all().
2026-06-22 14:12:37,161 | ERROR    | No JSON found in response
2026-06-22 14:12:37,162 | WARNING  | AI parse failed — ข้ามรอบนี้ ไม่เทรด
2026-06-22 14:13:02,504 | WARNING  | [WARN] AI สำหรับ EURUSD-OTC กำลังทำงานค้างอยู่จากนาทีที่แล้ว — ข้ามการเรียก AI รอบนี้เพื่อป้องกันโหลดทับซ้อน
2026-06-22 14:13:02,536 | ERROR    | Orchestrator cycle failed for EURGBP-OTC: The truth value of a DataFrame is ambiguous. Use a.empty, a.bool(), a.item(), a.any() or a.all().
2026-06-22 14:13:18,419 | WARNING  | Agent timeout after 75s. Terminating process tree...
2026-06-22 14:13:18,813 | WARNING  | AI timeout — ข้ามรอบนี้ ไม่เทรด (timeout 75s)
2026-06-22 14:14:02,847 | ERROR    | Orchestrator cycle failed for EURUSD-OTC: The truth value of a DataFrame is ambiguous. Use a.empty, a.bool(), a.item(), a.any() or a.all().
2026-06-22 14:14:02,868 | ERROR    | Orchestrator cycle failed for EURGBP-OTC: The truth value of a DataFrame is ambiguous. Use a.empty, a.bool(), a.item(), a.any() or a.all().
