2026-06-22 12:46:18,534 | INFO     | [CONN] Connecting to IQ Option (PRACTICE) as venuz20152565@gmail.com...
2026-06-22 12:46:21,314 | INFO     | [CONN] IQ Option connected (DEMO)
2026-06-22 12:46:21,372 | INFO     | [OK] Executor reusing IQ Option connection from adapter
2026-06-22 12:46:21,693 | WARNING  | Failed to get server time offset: 'IQ_Option' object has no attribute 'get_server_time'
2026-06-22 12:46:21,697 | INFO     | DeepSeek Agent found at: C:\Users\Administrator\AppData\Roaming\npm\deepseek-agent.CMD
2026-06-22 12:46:50,640 | INFO     | MarketStateClassifier initialised
2026-06-22 12:46:51,937 | INFO     | [DataAdapter] EURUSD-OTC initialised — M1:200 M5:200 M15:200
2026-06-22 12:46:52,983 | INFO     | [DataAdapter] EURGBP-OTC initialised — M1:200 M5:200 M15:200
2026-06-22 12:46:54,303 | INFO     | [WS] Subscribed live candles stream for EURUSD-OTC (M1, count=200)
2026-06-22 12:46:55,609 | INFO     | [WS] Subscribed live candles stream for EURUSD-OTC (M5, count=200)
2026-06-22 12:46:56,941 | INFO     | [WS] Subscribed live candles stream for EURGBP-OTC (M1, count=200)
2026-06-22 12:46:58,260 | INFO     | [WS] Subscribed live candles stream for EURGBP-OTC (M5, count=200)
2026-06-22 12:47:02,804 | ERROR    | Orchestrator cycle failed for EURGBP-OTC: The truth value of a DataFrame is ambiguous. Use a.empty, a.bool(), a.item(), a.any() or a.all().
2026-06-22 12:47:02,811 | ERROR    | Orchestrator cycle failed for EURUSD-OTC: The truth value of a DataFrame is ambiguous. Use a.empty, a.bool(), a.item(), a.any() or a.all().
2026-06-22 12:48:02,996 | WARNING  | [WARN] AI สำหรับ EURGBP-OTC กำลังทำงานค้างอยู่จากนาทีที่แล้ว — ข้ามการเรียก AI รอบนี้เพื่อป้องกันโหลดทับซ้อน
2026-06-22 12:48:03,019 | ERROR    | Orchestrator cycle failed for EURUSD-OTC: The truth value of a DataFrame is ambiguous. Use a.empty, a.bool(), a.item(), a.any() or a.all().
2026-06-22 12:48:17,964 | WARNING  | Agent timeout after 75s. Terminating process tree...
2026-06-22 12:48:18,294 | WARNING  | AI timeout — ข้ามรอบนี้ ไม่เทรด (timeout 75s)
2026-06-22 12:48:36,408 | ERROR    | No JSON found in response
2026-06-22 12:48:36,409 | WARNING  | AI parse failed — ข้ามรอบนี้ ไม่เทรด
2026-06-22 12:49:02,387 | ERROR    | Orchestrator cycle failed for EURUSD-OTC: The truth value of a DataFrame is ambiguous. Use a.empty, a.bool(), a.item(), a.any() or a.all().
2026-06-22 12:49:02,396 | ERROR    | Orchestrator cycle failed for EURGBP-OTC: The truth value of a DataFrame is ambiguous. Use a.empty, a.bool(), a.item(), a.any() or a.all().
2026-06-22 12:49:38,816 | ERROR    | No JSON found in response
2026-06-22 12:49:38,817 | WARNING  | AI parse failed — ข้ามรอบนี้ ไม่เทรด
2026-06-22 12:50:02,683 | WARNING  | [WARN] AI สำหรับ EURGBP-OTC กำลังทำงานค้างอยู่จากนาทีที่แล้ว — ข้ามการเรียก AI รอบนี้เพื่อป้องกันโหลดทับซ้อน
2026-06-22 12:50:02,792 | ERROR    | Orchestrator cycle failed for EURUSD-OTC: The truth value of a DataFrame is ambiguous. Use a.empty, a.bool(), a.item(), a.any() or a.all().
2026-06-22 12:50:17,487 | WARNING  | Agent timeout after 75s. Terminating process tree...
2026-06-22 12:50:17,913 | WARNING  | AI timeout — ข้ามรอบนี้ ไม่เทรด (timeout 75s)
2026-06-22 12:50:35,277 | ERROR    | No JSON found in response
2026-06-22 12:50:35,278 | WARNING  | AI parse failed — ข้ามรอบนี้ ไม่เทรด
2026-06-22 12:51:03,097 | ERROR    | Orchestrator cycle failed for EURUSD-OTC: The truth value of a DataFrame is ambiguous. Use a.empty, a.bool(), a.item(), a.any() or a.all().
2026-06-22 12:51:03,134 | ERROR    | Orchestrator cycle failed for EURGBP-OTC: The truth value of a DataFrame is ambiguous. Use a.empty, a.bool(), a.item(), a.any() or a.all().
2026-06-22 12:52:02,406 | WARNING  | [WARN] AI สำหรับ EURUSD-OTC กำลังทำงานค้างอยู่จากนาทีที่แล้ว — ข้ามการเรียก AI รอบนี้เพื่อป้องกันโหลดทับซ้อน
2026-06-22 12:52:02,442 | ERROR    | Orchestrator cycle failed for EURGBP-OTC: The truth value of a DataFrame is ambiguous. Use a.empty, a.bool(), a.item(), a.any() or a.all().
2026-06-22 12:52:18,224 | WARNING  | Agent timeout after 75s. Terminating process tree...
2026-06-22 12:52:18,605 | WARNING  | AI timeout — ข้ามรอบนี้ ไม่เทรด (timeout 75s)
2026-06-22 12:53:02,789 | ERROR    | Orchestrator cycle failed for EURUSD-OTC: The truth value of a DataFrame is ambiguous. Use a.empty, a.bool(), a.item(), a.any() or a.all().
2026-06-22 12:53:02,790 | ERROR    | Orchestrator cycle failed for EURGBP-OTC: The truth value of a DataFrame is ambiguous. Use a.empty, a.bool(), a.item(), a.any() or a.all().
