timestamp,open,high,low,close,volume
2026-07-01 22:50:00,1.13789,1.13789,1.13785,1.137855,26
2026-07-01 22:55:00,1.137855,1.1379,1.137855,1.1379,21
2026-07-01 23:00:00,1.1379,1.1379,1.13786,1.13787,27
2026-07-01 23:05:00,1.13787,1.137875,1.137845,1.137845,17
2026-07-01 23:10:00,1.137845,1.13786,1.13779,1.13785,64
2026-07-01 23:15:00,1.137855,1.137855,1.13775,1.13779,118
2026-07-01 23:20:00,1.13779,1.13786,1.137765,1.137805,49
2026-07-01 23:25:00,1.137805,1.137825,1.137795,1.13781,35
2026-07-01 23:30:00,1.137815,1.13783,1.13777,1.13781,72
2026-07-01 23:35:00,1.13781,1.137815,1.137775,1.137795,58
2026-07-01 23:40:00,1.137795,1.137855,1.137775,1.13785,64
2026-07-01 23:45:00,1.13785,1.137855,1.137765,1.137795,116
2026-07-01 23:50:00,1.1378,1.13781,1.137725,1.137795,178
2026-07-01 23:55:00,1.137795,1.137845,1.137745,1.13776,145
2026-07-02 00:00:00,1.137755,1.137975,1.137635,1.137925,497
2026-07-02 00:05:00,1.13792,1.13834,1.137905,1.13821,540
2026-07-02 00:10:00,1.138205,1.138235,1.138025,1.138055,362
2026-07-02 00:15:00,1.138055,1.138055,1.137795,1.137795,313
2026-07-02 00:20:00,1.13779,1.137895,1.137785,1.137875,187
2026-07-02 00:25:00,1.137875,1.137875,1.137655,1.137685,292
2026-07-02 00:30:00,1.137685,1.137715,1.1375,1.137515,334
2026-07-02 00:35:00,1.137515,1.137675,1.137515,1.137665,233
2026-07-02 00:40:00,1.137665,1.137875,1.13764,1.13775,262
2026-07-02 00:45:00,1.13775,1.13796,1.13774,1.13793,254
2026-07-02 00:50:00,1.13794,1.13794,1.13773,1.13779,375
2026-07-02 00:55:00,1.137785,1.137785,1.137595,1.13766,321
2026-07-02 01:00:00,1.137665,1.137895,1.13764,1.137825,460
2026-07-02 01:05:00,1.13782,1.13795,1.137775,1.13791,421
2026-07-02 01:10:00,1.137905,1.138015,1.137775,1.13794,358
2026-07-02 01:15:00,1.137945,1.13797,1.137775,1.137895,397
2026-07-02 01:20:00,1.137885,1.138035,1.137835,1.137965,206
2026-07-02 01:25:00,1.137965,1.137975,1.137815,1.137925,248
2026-07-02 01:30:00,1.13793,1.137945,1.13775,1.137845,386
2026-07-02 01:35:00,1.13784,1.138145,1.1378,1.138145,267
2026-07-02 01:40:00,1.138155,1.138305,1.138125,1.138135,239
2026-07-02 01:45:00,1.13813,1.138535,1.13808,1.13851,392
2026-07-02 01:50:00,1.13851,1.13858,1.138335,1.138375,303
2026-07-02 01:55:00,1.13837,1.13837,1.138105,1.13816,352
2026-07-02 02:00:00,1.13816,1.13842,1.13816,1.138385,454
2026-07-02 02:05:00,1.13839,1.13848,1.138345,1.13841,264
2026-07-02 02:10:00,1.13841,1.13867,1.138345,1.13866,215
2026-07-02 02:15:00,1.138665,1.138855,1.138615,1.138835,276
2026-07-02 02:20:00,1.138835,1.138835,1.138505,1.138515,202
2026-07-02 02:25:00,1.138515,1.13853,1.138405,1.138515,268
2026-07-02 02:30:00,1.138515,1.138645,1.13848,1.13864,173
2026-07-02 02:35:00,1.138635,1.138635,1.138475,1.138475,177
2026-07-02 02:40:00,1.138475,1.138515,1.13841,1.138445,185
2026-07-02 02:45:00,1.138445,1.13851,1.138355,1.138355,156
2026-07-02 02:50:00,1.138355,1.138475,1.138265,1.13834,239
2026-07-02 02:55:00,1.13834,1.13834,1.138115,1.138215,279
2026-07-02 03:00:00,1.13821,1.138345,1.138135,1.138135,214
2026-07-02 03:05:00,1.13814,1.13822,1.13806,1.13806,270
2026-07-02 03:10:00,1.138065,1.138085,1.137895,1.13798,230
2026-07-02 03:15:00,1.13798,1.13806,1.13785,1.137865,190
2026-07-02 03:20:00,1.137865,1.137915,1.137815,1.13787,178
2026-07-02 03:25:00,1.137865,1.138025,1.137815,1.138015,157
2026-07-02 03:30:00,1.13802,1.13814,1.13801,1.138015,252
2026-07-02 03:35:00,1.13801,1.138075,1.13793,1.13801,163
2026-07-02 03:40:00,1.13801,1.13813,1.138005,1.13809,199
2026-07-02 03:45:00,1.138075,1.138095,1.137985,1.138065,189
2026-07-02 03:50:00,1.138065,1.138125,1.13793,1.137965,240
2026-07-02 03:55:00,1.13796,1.138255,1.13794,1.138235,472
2026-07-02 04:00:00,1.138245,1.138745,1.138235,1.13838,642
2026-07-02 04:05:00,1.13839,1.138725,1.138375,1.13866,273
2026-07-02 04:10:00,1.13866,1.138695,1.138485,1.13859,236
2026-07-02 04:15:00,1.138585,1.138605,1.138485,1.138555,109
2026-07-02 04:20:00,1.13855,1.13863,1.138395,1.138495,326
2026-07-02 04:25:00,1.13849,1.138575,1.13845,1.138465,200
2026-07-02 04:30:00,1.13846,1.138635,1.138445,1.138605,165
2026-07-02 04:35:00,1.138605,1.138645,1.138545,1.138615,182
2026-07-02 04:40:00,1.138605,1.138615,1.138555,1.138585,203
2026-07-02 04:45:00,1.138585,1.138625,1.138545,1.138555,129
2026-07-02 04:50:00,1.13856,1.13884,1.138555,1.13871,298
2026-07-02 04:55:00,1.13872,1.138775,1.138655,1.138685,302
2026-07-02 05:00:00,1.138675,1.13879,1.138675,1.1387,328
2026-07-02 05:05:00,1.13869,1.138865,1.13856,1.13872,339
2026-07-02 05:10:00,1.138725,1.13877,1.13861,1.13864,396
2026-07-02 05:15:00,1.138635,1.13867,1.13855,1.13861,212
2026-07-02 05:20:00,1.13861,1.138675,1.13856,1.13865,184
2026-07-02 05:25:00,1.13865,1.138655,1.138395,1.13846,263
2026-07-02 05:30:00,1.13845,1.138455,1.13816,1.138305,365
